Text,Sentiment
"hey @apple do you wanna fix my fucking playlist order, you piece of shit",neg
Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple,neg
"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing",neg
RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.,neg
So glad that I paid $69 for this @apple care protection plan. Been on hold for over 20 minutes now. Great customer service. #NOT,neg
not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help,neg
All I can say about @Apple right now is #GoodRiddance — See? Cancer isn't ALL BAD!,neg
@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.,neg
@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever,neg
"@robert_terpstra no worries bud, ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)",neg
"I hate you @apple for not sending Toledo,oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!",neg
"@pmphillips @apple If my non-Apple equipment broke this often, I guess I'd need an Asus genius bar. But it doesn't, so I don't :-)",neg
Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off),neg
"Dear @Apple, how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\mbl^.%)",neg
Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light,neg
@apple not happy with Apple today. I did the suggested software update and now nothing works!!!,neg
Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!,neg
"IOS5 has one problem, when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple",neg
I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail,neg
I really hate that @apple won't let you hide the Newsstand app or move it into a folder. It serves no purpose for me.,neg
Life was much easier when @apple and @BlackBerry were just fruits!,neg
@apple No location reminders on ipad2! That was the point of updating to iOS 5,neg
"Comparing @Office #live with @google #apps and @apple #iCloud , I do not see #iCloud leading the crowd. Do you agree ?",neg
"Turns out my computer isn't as fixed as it is meant to be. Fuck you @Apple, I'm going back to your Genius Bar to complain. #annoyed",neg
"If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats",neg
@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..,neg
@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible,neg
"This is the first time I've been unhappy with any @apple product... Disappointed, and the Internet seems as confused as I am right now.",neg
"After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5, plus more. Not as stable, though.",neg
Had issues with #Siri reaching network today. Too many uses or my signal? @apple,neg
The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?,neg
Is it me or does #iPhone4s run a little warm sometimes? @apple,neg
"@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden, so please don't remind us of it.",neg
@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??,neg
"Dear @Apple, I don't want the newsstand icon on my screen. #notcool",neg
@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye,neg
Ok @iTunesMusic idk wth is up but after syncing my phone my album art is out of order! WTF @Apple!,neg
I wish Siri could tweet for me . @apple fix that .,neg
@apple I'm still waiting for you to deliver my phone to @sprint,neg
I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!,neg
Thanks to @Apple my new iMac is a brick. I cannot re-install Lion and I cannot purchase it because it was installed by the former owner.,neg
"Asked #Siri ""Where's Baby Lisa?"" and was told ""sorry, I'm having trouble connecting to the network right now."" @apple server fail. #ios5",neg
Only thing #iOS.5 has done is deleted my tiger woods game and made impossible to retrieve. Thanks @Apple!,neg
Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!,neg
"yo, @apple, this update is a disaster",neg
"Dear @Apple,Congratulations, I am suing my insurance company and you just managed to make it to the top of my shit list. #Ineedthosepictures",neg
Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!,neg
"RT @JoelBurns: Dear @Apple, it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts
&gt;(",neg
By far the worst experience upgrading out of any version of iOS @apple #iOS5,neg
What happened? RT @xCuntNuggetx: Never purchasing another item from @apple.,neg
Never purchasing another item from @apple.,neg
"RT @leiboaz: Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",neg
"Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store.",neg
"Hey guys at @Apple, WTF is happening to #iPhone4, with #iOS5 suddenly fade to black and begin to vibrate continuously, I had to reboot it",neg
@hbogo @apple - why don't you play nice and let me use HDMI from iPad? Pretty lame.,neg
"Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment",neg
"RT @JoelBurns: Dear @Apple, it's me again. Thanks for beautiful new iOS features. But I miss some of the old ones. Like making calls & t ...",neg
"…and only the first 23 images in my Photo Roll made it over? Seriously, @apple, how did you fuck this up so much?",neg
@apple why does #iPhone4 plus #iOS5 equal half the battery life?,neg
@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!,neg
Now @apple won't let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?,neg
"@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday, I'm returning my iPhone 4S.",neg
"@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing, accessing mail... is this a good premise for #iCloud? @Apple, ...",neg
need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work,neg
"Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac",neg
@RonakKataria @apple you heard of testing before deploying updates. Difference between microsoft & apple: None,neg
"Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi",neg
has been on terminal hold with @apple support! She must not be the only person having trouble with the new iphone and synching!,neg
@apple thanks apple for ios 5 and losing all my contacts!,neg
@apple give me my apps back!!!,neg
"@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME, PULL PHONE FROM EAR TO BE ON A ""MOBILE ME"" SCREEN",neg
"RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????
Wtf!!!!",neg
@tomcolontonio @apple #EPICFAIL,neg
90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.,neg
"So ""cutting the cord"" makes podcasts even harder to manage?!? No subscriptions! WTH, @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)",neg
"remember when people used to say ""flat the fuck out!!"" lol.. and their face while saying.... kindahow i feel about @apple",neg
In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(,neg
Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?,neg
"Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...",neg
@apple cu,neg
*sigh* @apple store seems stumped what to do about my catastrophically bad battery life after upgrading to #ios5,neg
Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!,neg
"@apple, #siri can't connect to the network -- it's LESS useful that VoiceControl now... :(",neg
@apple took my Siri and made it exclusive to iPhone 4S #SoRude,neg
total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.,neg
"Waited in line for nothing, fucking genius @Apple called an app for ""John"" not ""jean"" stop fucking up my name im not a French boy. #PCam ...",neg
"Dear @apple, One day you're going to release a version of iTunes that doesn't freeze more often than it works. One day.",neg
It's been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing.,neg
"This does not bode well. After charging all night, my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use",neg
Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....,neg
#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!,neg
"@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. 
Car is sweet SYNC is #EpicFail",neg
Installed io5 - fine on ipad but wiped wife's iPhone and restore from backup failed! #Bigtrouble #help @apple,neg
"RT @gdcurry: Really @Apple? What have you done to my iTunes now? I can't click on Music, Movies, TV Shows, or any playlists. I get a l ...",neg
DAMN YOU !!! @apple,neg
There are too many #google services that do not work when you are a #googleapps user. #googleplus above all + profiles + #plusone,neg
Starting to doubt #google android policy: no released android sources since 2.3.3! Curious for an opensource project to say the least...,neg
Youtube video views are still not updating properly. #google #youtube #fail,neg
Did #Google really just highlight a new font #Roboto as part of their #ICS announcement for #Android...?! Seriously.,neg
RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f,neg
#google+ is really confusing..,neg
"is mulling #google+ but hmmm, just aint shore bout nuther social media profile.",neg
ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman,neg
Gonna dump one of my gmail accounts. not only do I get tons of spam I get tons of false poss. Not cool. #Google,neg
The awkward moment when google #chrome take a hell of a lot time to load #googleplus #google,neg
"#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September, for ... http://t.co/G0ElVRVJ #TCN",neg
Why Google+ Has Uphill Battle Vs. Facebook: Sean Parker http://t.co/L8RSX1Yf #google,neg
RT @LCmediaHouse: 4chan's Chris Poole: #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia,neg
Lecture Notes in Financial Economics pdf ebook: http://t.co/7gJQvEwN #google,neg
I hate tron theme #Google #ICS,neg
"Now, really #google how hypocritical is this? http://t.co/6nHuYFeh #analytics",neg
"Codename or not, awesome or not, I have a hard time taking ANYTHING called 'Ice Cream Sandwich' seriously. #google #android #sticky #melts",neg
RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google,neg
"#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean, and I'm (very) confused.",neg
"#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android",neg
"Ice cream sandwich, really #google?",neg
@kursed #Google is terrible at presentations. Hated the terrible camera interference from the huge screen behind the speakers. #headache,neg
just watched the #GalaxyNexus announcement by #Google and #Samsung.. The only thing keeping me from buying? It's only on #Verizon. #FAIL,neg
@MrTonySays I tried to #Google the word #Visigoth and apparently #Google didn't know either cause my phone froze.,neg
RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please.,neg
The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google,neg
"#Google, I've blocked your global IP network from all my sites. J/K. Stop being evil.",neg
"BOO to no GoogleMusic news, US carrier news, or price points. #google #ICS #android",neg
"From it's laughable file: #google will #encrypt #search results BUT only if U have ""logged in"" so they can maximize their #data #collection!",neg
@adiman_ #google #fail,neg
#ERROR!,neg
dear #google & #samsung... learn some presentation 101 first. please.,neg
#ERROR!,neg
WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE,neg
Not greatly impressed with #Google and #Samsung presentation skills.,neg
"Android ice-cream sandwich's ""Face Unlock"" fails to perform recognition when demo'ed on stage :D
#google #Nexus http://t.co/CSAeFRHc",neg
"good job, #google. did anyone get when any of this shit is actually shipping? #infofail",neg
We need dates! #google #samsung #launchfail,neg
"Also, the #Google problem. @chucktodd: Problem for Santorum's electability argument: the double-digit loss in 2006",neg
They need to talk about the battery life impact of #AndroidBeam. It can't be good news. #Google #Android #ICS,neg
another android demo #fail! #google,neg
Too bad #google didn't have a tribute graphic for #DennisRitchie.,neg
Presentation fail. #Google #Samsung,neg
The #Google guys are illustrating the perils of a live demonstration admirably. #GalaxyNexus #ICS #Android,neg
"Android Crashing: 1, Google 'Quick Response' Feature: 0 #Google #ICS #Android #QuickResponse",neg
"Why is #Google advertising Adwords Express on #Bing? Hmmm, I know Ballmer is happy :-D. #Google, your already a monopoly.",neg
#Google People app...the next revolution in stalking.,neg
first thing on #google's to do list: hire a performance coach.,neg
"#Samsung, #Google Unveil Phone http://t.co/hOB37hbO",neg
Why is #Google whoring for SAMSUNG? #ICS,neg
"If #Google don't fix pinch-zoom on #Android 2.3.6 soon, I might have to leave the fold and go #CyanogenMod",neg
facial recognition failed #IceCreamSandwich jajajajajajaj #FacialUnlock #samsumg #Google,neg
"Ouch, crash and burn. #Android facial recognition in #IceCreamSandwich didn't work during the presentation. http://t.co/6vsasZyT #Google",neg
Google is gonna need to do better than this to beat #iOS #Android #icecreamsandwich #Google http://t.co/tBNyX7p7,neg
RT @RoycinD: Face Unlock ! #ICS Literally knows your face! #Google #galaxynexus FAILED !,neg
#fail on the face recognition not working #google #samsung,neg
The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,neg
ICS #android is going to kill both Mango #wmp #microsoft and #rimm. it already killed webOS and Nokia OS...,neg
Only people with names beginning with 'A' are getting mail this week (a la #Microsoft),neg
#Microsoft #Outlook #2011 for #Mac #sucks… #hate,neg
#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0 via @CanadaIT,neg
#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt,neg
#Microsoft #Windows Media Centre GUI #Fail #MajorFail,neg
How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h,neg
"@theresamarosy haha k, thought everybody knew #Microsoft sucks.",neg
"@theresamarosy bc #IE , like everything #Microsoft makes is junk and super prone to crashing.",neg
"When #Microsoft ""violated U.S. antitrust laws""—leaving #Netscape out of business & #Novell wounded—it played ""dumb"". http://t.co/0WHHmAK4",neg
#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP,neg
#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc,neg
#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1,neg
"RT @schestowitz: When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our ...",neg
"#Nokia workers ask, is chief executive a #Microsoft mole? http://t.co/lWJP9GiU",neg
RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ...,neg
"I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8",neg
Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations,neg
How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian,neg
This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft,neg
Great time to be a family? #Microsoft #advertising enrages me. Again. http://t.co/pYT7vKRP,neg
"With #Windows 8, #Microsoft can't forget past antitrust issues http://t.co/z4jWLQVu",neg
"#Microsoft is currently paying to produce #swpats propaganda to lobby politicians with -- to make racketeering seem ""acceptable""",neg
There is nothing like sitting in the workshop all day talking to #microsoft and having to talk to them again tomorrow + waiting for parts.,neg
RT @InformationWeek: Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck. Do you agree? Join the discu...,neg
"When #Microsoft broke the law it played ""victim"". Now it engages in racketeering, calls victims ""outlaws"" (""respect our IP"").",neg
I would be a lot happier if #Microsoft Word didn't freeze every 5 minutes.,neg
"@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P",neg
#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig,neg
Comp crash #Microsoft :/ Wouldn't get this with an iMac -__-,neg
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck. Do you agree? Join the discussion! http://t.co/Mn39R2vc,neg
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck. Do you agree? Join the discussion! http://t.co/2iJK0VB3,neg
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck. Do you agree? Join the discussion! http://t.co/DFFkvnSJ,neg
#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt,neg
"RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail",neg
I hate #Microsoft PowerPoint!,neg
Is #Microsoft just another evil corporation? Beware when it comes to buying a #Windows8 PC http://t.co/QbgXXJMm,neg
#skype is now part of stupid #microsoft it seems,neg
#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for $8.5 billion. As such it has a v... http://t.co/Xli2bR42,neg
Apple + Microsoft...The Difference: How #Apple Eclipsed #Microsoft @PSFK: http://t.co/Rmi8oSMi #brand #brands #marketing #innovation,neg
"#Microsoft knows how to kick off an opening, but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w",neg
"RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions…",neg
"If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water, #Microsoft and #Sony would be in trouble",neg
"The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions? http://t.co/BlhHGOpo",neg
"If #Microsoft had more interoperability between their products (Xbox 360, Windows 7, Windows Phone 7, Zune) I'd be a Windows Phone user.",neg
"#Microsoft - We put the ""backwards"" into backwards compatibility. #instantfollowback",neg
"Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMb
Stephen Elop accused of destroying Nokia so Microsoft can buy it cheap.",neg
#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...,neg
Wow. Lots of neg comments about #windows8 on the @BuildWindows8 blog. I sure hope #Microsoft is listening #keepthedesktop,neg
"When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail",neg
Distrust and angst amongst #Nokia employees against #Selop #Microsoft fixation. http://t.co/jkOTcrMb,neg
I am quickly falling in love with #Apple #iCloud. Finally a web-based solution to wave my old #Microsoft Outlook bye-bye,neg
"""Yeh behatreen samay hay parivar honeka"" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys",neg
"#BOFH excuse #447: According to #Microsoft, it's by design | #IFollowBack #Instantly",neg
"I sware to go, #windows and #microsoft will be the death of me...I don't know why I keep giving windows (cont) http://t.co/3rkOchzr",neg
RT @EA_Jorge: I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsof ...,neg
Thanks again #microsoft for wasting more of my time. Apple&gt;windows http://t.co/GNy9G07B,neg
"Dear #Microsoft, I should only have to hit the Windows update button *once* when manually running updates, not 4 or 5 times. #sysadmin",neg
"Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed",neg
RT @ManelFMartinez: How #Apple eclipsed #Microsoft http://t.co/IJ6XyDp3 #sun rise #in via @guardian,neg
How #Apple eclipsed #Microsoft http://t.co/IJ6XyDp3 #sun rise #in via @guardian,neg
I don't understand y @Google mail can work seamlessly in all browsers in all platforms and #Microsoft Exchg sucks n says you need IE6.,neg
#Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/MdQhb6x3,neg
"@nicholi57 @yuvalz @MobileBurn lets's wait and see if it interests ppl, #MeeGo does... No one likes #Microsoft, we are just forced fed WPs",neg
I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsoft #Xbox #Fail,neg
Interesting read - How #Apple eclipsed #Microsoft http://t.co/hFWpbMY6 via @guardian (cc: @elcheicon),neg
"So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there's no #skype app for windows phone.",neg
#microsoft update is so slow :(( http://t.co/37IGhGic,neg
Fuck #microsoft i love them to death but that red ring and no free xboxlive is killing me. #Sony all day :-\,neg
Fixing a pc that thinks it is 1601. I thought #Microsoft had the Y1.6K issue fixed already. #Techsupport,neg
"http://t.co/PUJYV9c0 With friends like #Billgates and #steveballmet at #microsoft, who needs enemies ;-)",neg
#Microsoft 's latest offering leaves me praying for the Blue Screen of Death. http://t.co/gTqdvfxo #advertising #OhNoNotAgain,neg
I did the best of everyone who failed - Bill Gate #Microsoft,neg
Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF,neg
"I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot.",neg
#Microsoft licensing process is annoying !!!,neg
"It baffles me that Steve Ballmer can be a CEO of a company, let alone a giant like #Microsoft - The guys a moron.",neg
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6,neg
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI,neg
"Is the sound of compliments that sound
more like obituaries #microsoft",neg
#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj,neg
[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/EOrOSstX,neg
"#microsoft still didn't managed access to #metro apps on ""older"" netbooks. #win8 #resolution",neg
#Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/yRcKQeIs,neg
[WebProNews Finance] #Yahoo Revenue Drop Attributed to #Microsoft Deal http://t.co/ItdkLRry,neg
Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows,neg
I so wish that #SteveBallmer from #Microsoft would have to swallow his words about #Yahoo: http://t.co/XSJGIfop,neg
just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!,neg
Really hate the #Microsoft #mcp site,neg
Screened by RepRisk – #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft,neg
"I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft",neg
How #Apple eclipsed #Microsoft http://t.co/dL9CRCZy,neg
Oh how much do I loathe #microsoft??? An hour to 'configure updates' which it is then unable to do so another 20 mins 'reverting changes'...,neg
"http://t.co/zBLtZ5MW German Federal #Trojan's got a BigBrother. #Gov spying on its people, #Microsoft's 32bit/64bit #Windows is target",neg
"#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/x4yWfNSV",neg
"#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/wXBC1UUw",neg
"System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net",neg
"Wilth #Accessibility mode on in #SharePoint 2010, it seems that #Workflows sometimes do not start automatically #SP2010 #Workflow #Microsoft",neg
Internet Explorer 9 is the biggest pile of shit ever seriously #Microsoft #IE9,neg
I have been seriously slacking with my #mandarin studies these past few months. Blame #Microsoft and #Cisco!! #StudyingWhilstMotivated,neg
sledgehammer maybe! RT @SkandalasGP Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake http://t.co/lCXa9q8P,neg
#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i'll ask. Thank you...,neg
Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake http://t.co/VtYbqI91,neg
@joannejacobs I'd like to criticise #Microsoft's Steve Ballmer face-to-face for all the pain & suffering their products cause. #justsaying,neg
#microsoft fail #notresponding for fcucks sake http://t.co/lCXa9q8P,neg
How #apple eclipsed #microsoft http://t.co/4bWXJaDg by @charlesarthur #business @guardian,neg
"RT @guardiantech: How #Apple eclipsed #Microsoft http://t.co/GK6YjTFY &lt;- Microsoft's future is in the corporate world, not consumer",neg
"♻ @waynp: Not the MS hate bit tho. &lt; Waddya mean? #microsoft sucks bonobo monkeys' asses... #Linux roolz. For the extremists, there's #BSD",neg
"#Microsoft, #Adobe lose $13.5bn to piracy: Report - The Times of India http://t.co/5IbOBNrH",neg
"#Skype often crashing: #microsoft, what are you doing?",neg
"#Microsoft's #SteveBallmer attacks #Android phones ..... well #windows7mobile is gay, you metro! http://t.co/sQnE1iLb via @Telegraph",neg
♻ @mariospr: Stand up for your freedom to install free software. Please sign up! http://t.co/YOOTfKTM #gnu #against #microsoft,neg
#Microsoft just bought #Skype officially. So how's the future of #Skype on any other devices/operating systems? :(,neg
#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted,neg
"RT @sander_koers: #Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/OySZmjVi #in",neg
Ouch!!! #Microsoft #Azure #fail http://t.co/LJpGVZJT,neg
"#Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/KDTD4zRe",neg
#microsoft #SBS 2011 disabling third party software #updates via #gpo,neg
How #Apple eclipsed #Microsoft http://t.co/KxboqsKj,neg
"Unmindful Ballmer, collects half a billion, doesn't say thank you. http://t.co/lwtpXejo #android #google #microsoft",neg
#Apple eclipsed #Microsoft http://t.co/wEdPbcPx,neg
http://t.co/5oK4XcOw Microsoft !! i hate you again !! #microsoft,neg
"Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer",neg
@MatthewGPhy One Operating System to rule them all and in the darkness bind them. #Microsoft,neg
"I wonder if I tweet Bill Gates he'll fix my laptop... 

#Microsoft
#vista
#fml",neg
RT @anup_pillai: How #Apple eclipsed #Microsoft | http://t.co/r6hNEtTu,neg
"After I don't know how many years, you still can't copy a #microsoft #word document headings to #powerpoint. #justsaying",neg
"#microsoft #careers site is giving errors for any thing i search!! #weird
http://t.co/vJ2JpKtM http://t.co/02dYONXz",neg
"Installing .NET framework, this might take very many years. Come back when your unborn child is in college. #microsoft",neg
Watching podcast of Steve Jobs & Bill Gates at 07 D5. Gates sucks at tech predictions! All talk #Apple #Microsoft,neg
My#Dell comp on shitty #Microsoft vista blue screened i swear this is steve jobs ghost coming back to finish what he started#appledomination,neg
#WTF #Microsoft #sbs2008 #rww only works in #IE. #browserwars,neg
#Twitter y #Facebook OFF,neg
#Twitter are you freaking kidding me #wth... http://t.co/zKn2bu5R,neg
"RT @mainey_maine: RT @ItalianJoya i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, (cont) http://t.co/ ...",neg
Just hit my hourly usage limit on #twitter. How does that even happen? All I'm doing is listing people...and I was almost done! #ugh,neg
"RT @FuckingShinez: #Twitter = #Dead ""this is why im never on it now""",neg
I hate #twitter right now..,neg
I'm not getting all of my @ replies #twitter if it wasn't for my emails telling me that some1 replied to me I wouldn't even know it #nobueno,neg
"Wtf is a tweet , sounds like tha dam cartoon network #tweeted #tweeter #twitter #twitterer",neg
#TWITTER SUCKS FOR HAVING A #FOLLOW LIMIT =\,neg
@ZackSiezmagraff A few people are reporting #twitter retweets not working. Probably a technical problem.,neg
So my mentions don't work? And my TL don't be wanting to update. Is #twitter moving servers or doing maintenance?,neg
Well... @Paging_Dr_A has gotten back on #twitter.. there goes my TL lol,neg
Anyone in #twitter land know if retweets are broken? Haven't seen any since Tuesday.,neg
